OR10J4,3.22E-37,Not_interacting
MAMLD1,1.12E-34,Not_interacting
OR51J1,1.78E-27,Not_interacting
NSUN5,8.68E-27,Not_interacting
TPGS2,3.29E-26,Not_interacting
SLC25A10,6.66E-25,Not_interacting
MUC17,3.40E-23,Not_interacting
OR5G3,2.58E-22,Not_interacting
ARHGEF40,1.47E-21,Not_interacting
ASXL2,2.53E-21,Not_interacting
SLC2A11,4.40E-21,Not_interacting
BCL2L10,5.63E-19,Not_interacting
RGPD5,1.09E-18,Not_interacting
MOCS1,1.27E-17,Not_interacting
STEAP1B,1.33E-17,Not_interacting
FOXD4L3,2.10E-16,Not_interacting
FOXD4L6,4.28E-16,Not_interacting
FOXD4L4,4.86E-15,Not_interacting
FOXD4L2,5.47E-15,Not_interacting
RGPD3,5.60E-15,Not_interacting
UTS2,1.99E-14,Not_interacting
RAD51D,1.00E-13,Not_interacting
FOXD4L5,2.25E-13,Not_interacting
CCDC185,2.81E-13,Not_interacting
FOXD4L1,6.29E-13,Not_interacting
CBARP,6.57E-13,Not_interacting
C5orf63,1.91E-12,Not_interacting
DBI,2.94E-12,Not_interacting
GFAP,4.37E-12,Not_interacting
ZDHHC18,3.63E-11,Not_interacting
NRAC,1.78E-10,Not_interacting
PLEKHJ1,5.71E-10,Not_interacting
ATAT1,1.05E-09,Not_interacting
MUC22,3.25E-09,Not_interacting
ZNF587B,6.25E-09,Interacting
CASP8AP2,1.28E-08,Not_interacting
NFIX,2.51E-08,Not_interacting
MIEN1,3.06E-08,Not_interacting
FCGBP,7.03E-08,Not_interacting
NDUFA11,1.31E-07,Not_interacting
MROH9,1.36E-07,Not_interacting
SEL1L2,2.14E-07,Not_interacting
PRDM9,2.39E-07,Interacting
RSPO3,3.61E-07,Not_interacting
SON,9.45E-07,Not_interacting
MDH1,1.36E-06,Not_interacting
UNKL,1.67E-06,Not_interacting
ZHX1-C8orf76,1.81E-06,Not_interacting
PDE11A,1.89E-06,Not_interacting
OVOS2,2.48E-06,Not_interacting
PROCA1,3.73E-06,Not_interacting
MIC13,5.73E-06,Not_interacting
RSPH9,5.79E-06,Not_interacting
CACNA1B,7.29E-06,Not_interacting
ST6GALNAC6,9.86E-06,Not_interacting
CEACAM18,1.70E-05,Interacting
ZCCHC13,1.79E-05,Not_interacting
ZNF286B,2.01E-05,Not_interacting
ZNF860,2.01E-05,Not_interacting
SLC8A1,3.92E-05,Not_interacting
KRTAP4-4,5.25E-05,Not_interacting
OR9A2,5.31E-05,Not_interacting
RLF,5.61E-05,Interacting
YY1AP1,5.62E-05,Not_interacting
ARMCX5,5.62E-05,Not_interacting
C21orf62,9.30E-05,Not_interacting
GDPD4,9.52E-05,Not_interacting
MBD1,9.66E-05,Not_interacting
SNU13,9.66E-05,Not_interacting
TREML2,0.000241723,Interacting
PCMT1,0.000269954,Not_interacting
MTCL1,0.000314038,Not_interacting
ZNF814,0.000426656,Interacting
TMEM14B,0.00044922,Not_interacting
PLAC8L1,0.000463196,Not_interacting
NUGGC,0.000904351,Not_interacting
ITIH5,0.001026789,Interacting
FAM182B,0.001059698,Not_interacting
NDUFA5,0.0014557,Not_interacting
FABP7,0.001559168,Not_interacting
ABO,0.001587983,Not_interacting
MS4A12,0.002209578,Not_interacting
CAPN3,0.00225512,Not_interacting
CYP2S1,0.002281752,Not_interacting
ZIM2,0.002448689,Not_interacting
OR7G1,0.002646567,Not_interacting
TMEM123,0.002788262,Not_interacting
ANKFY1,0.002841657,Interacting
SCIMP,0.003163047,Not_interacting
GOLGA6L2,0.003610398,Not_interacting
ZNF765,0.003998552,Not_interacting
KCNC4,0.004250684,Interacting
COL25A1,0.004250684,Not_interacting
DPYSL4,0.004954164,Not_interacting
SLC25A48,0.005816217,Not_interacting
RSRP1,0.00606759,Not_interacting
OBSCN,0.006234073,Interacting
ZNF788,0.006234073,Interacting
VSTM2A,0.007517251,Not_interacting
ZNF630,0.008400414,Not_interacting
AGT,0.009429172,Not_interacting
BLOC1S6,0.009997347,Not_interacting
CAD,0.010249194,Not_interacting
TH,0.010337819,Interacting
DCTN1,0.011608415,Not_interacting
KRTAP10-6,0.011852062,Not_interacting
BRD2,0.01487506,Interacting
LRRC42,0.015905161,Not_interacting
VNN3,0.015995804,Not_interacting
SERINC2,0.017661226,Not_interacting
TULP1,0.017661226,Not_interacting
ZNF197,0.020150325,Interacting
ZNF843,0.020954324,Interacting
ZNF780A,0.021578716,Interacting
BEND3,0.022101364,Not_interacting
TMEM37,0.022808371,Not_interacting
ADH6,0.022898062,Not_interacting
CLECL1,0.025722286,Not_interacting
RBM4B,0.029041381,Not_interacting
ARPIN,0.03002188,Not_interacting
TENM2,0.03002188,Not_interacting
HPR,0.030194335,Not_interacting
POLR1A,0.03947049,Not_interacting
CNKSR2,0.042188641,Not_interacting
MRS2,0.043700481,Not_interacting
APOBEC3H,0.044210378,Not_interacting
P2RY11,0.048776518,Not_interacting
TOMM7,0.048776518,Not_interacting
VEGFA,0.049815132,Interacting
WDR76,0.051001444,Not_interacting
MROH2A,0.051574114,Not_interacting
KMT2D,0.051816052,Interacting
DCSTAMP,0.055691796,Not_interacting
SMR3A,0.05595348,Not_interacting
GUCD1,0.058555661,Not_interacting
PRSS45,0.06145715,Interacting
ARHGAP22,0.062825876,Not_interacting
FER1L6,0.063352173,Not_interacting
MATK,0.07071994,Interacting
TMEM25,0.073661812,Not_interacting
FRRS1L,0.075426905,Not_interacting
ZC3H4,0.082920318,Not_interacting
EMG1,0.082974913,Not_interacting
EHBP1L1,0.090558905,Not_interacting
DCLK2,0.090817515,Interacting
NMD3,0.090817515,Not_interacting
INSL3,0.093105378,Not_interacting
PNMT,0.09454361,Not_interacting
ZRANB1,0.097088703,Not_interacting
CCNJL,0.100488917,Interacting
NPIPA7,0.103171257,Not_interacting
ARMC9,0.105212545,Not_interacting
LPXN,0.106069107,Interacting
PIK3C2A,0.106069107,Not_interacting
AADACL4,0.108262117,Interacting
FAM181B,0.108794694,Not_interacting
PSMB10,0.108794694,Not_interacting
SYNE1,0.113863054,Interacting
PRTG,0.116544808,Interacting
KCNK5,0.118027221,Not_interacting
CCDC169,0.118201798,Not_interacting
NINL,0.118201798,Not_interacting
CA14,0.118239757,Interacting
PLK5,0.121837138,Interacting
RNF217,0.130328795,Not_interacting
LNP,0.13379807,Not_interacting
NUSAP1,0.13379807,Not_interacting
DEUP1,0.138783374,Not_interacting
ZNF844,0.138783374,Not_interacting
P4HA3,0.142233622,Not_interacting
ANKLE1,0.155210063,Interacting
TRIM25,0.166523186,Interacting
MSH4,0.166523186,Not_interacting
TMBIM1,0.166523186,Not_interacting
PRR23D1,0.16765001,Not_interacting
PRR23D2,0.16765001,Not_interacting
HGS,0.16786098,Interacting
TRAPPC6B,0.16786098,Not_interacting
MYOF,0.183951073,Not_interacting
ARL16,0.189743623,Not_interacting
ASCC1,0.193155927,Not_interacting
HSPB6,0.193155927,Not_interacting
TAF3,0.193155927,Not_interacting
GPR149,0.200721669,Not_interacting
SLC39A6,0.207405926,Not_interacting
MMRN1,0.208228444,Not_interacting
ZNF215,0.221702802,Interacting
GBP5,0.222517622,Not_interacting
LCE3C,0.248625206,Not_interacting
ANO4,0.253493821,Not_interacting
C1orf167,0.257366919,Not_interacting
PTPRB,0.257886283,Interacting
IQCC,0.261479091,Not_interacting
TRNP1,0.263636644,Not_interacting
RAD54L,0.264647328,Not_interacting
NPBWR2,0.277353241,Not_interacting
GFRA3,0.277838206,Not_interacting
LPAR5,0.277838206,Not_interacting
NCOA1,0.277838206,Not_interacting
SLC27A1,0.281347085,Not_interacting
RHCE,0.293150393,Not_interacting
ERVV-1,0.293159423,Not_interacting
FAM205C,0.293159423,Not_interacting
ZNF772,0.312987209,Not_interacting
PLEKHG5,0.31965458,Not_interacting
RIMKLA,0.322595204,Not_interacting
C9orf153,0.324143552,Not_interacting
XKR5,0.331166712,Not_interacting
NFKBIE,0.331973222,Interacting
NPIPA5,0.338720223,Not_interacting
BAIAP2L2,0.339088208,Interacting
VPS37C,0.339088208,Not_interacting
KRTAP10-4,0.353760961,Not_interacting
ADI1,0.354228722,Not_interacting
UMPS,0.374569595,Not_interacting
ABCC10,0.384480119,Interacting
GOLGA3,0.393649554,Not_interacting
TBRG4,0.40831584,Not_interacting
HDHD3,0.408619948,Not_interacting
ACSL1,0.413228766,Not_interacting
PXDN,0.419937564,Interacting
BEAN1,0.424242298,Not_interacting
C9orf131,0.424242298,Not_interacting
DNAAF3,0.424242298,Not_interacting
MON1B,0.432875047,Not_interacting
PODN,0.434582264,Interacting
ZNF426,0.434582264,Interacting
ALOX15B,0.434582264,Not_interacting
POM121L2,0.434582264,Not_interacting
ZBED3,0.434582264,Not_interacting
KRTAP27-1,0.434771775,Not_interacting
IRF9,0.443642379,Interacting
OR8U1,0.45049503,Not_interacting
TXLNB,0.45049503,Not_interacting
CLSTN3,0.453245457,Not_interacting
C17orf75,0.467683323,Not_interacting
BBS12,0.470442518,Not_interacting
CBWD1,0.472243308,Not_interacting
CBWD2,0.472243308,Not_interacting
ZNRF4,0.474476459,Interacting
AMER1,0.49202683,Not_interacting
CHST13,0.49202683,Not_interacting
FMN1,0.497371886,Not_interacting
EPN2,0.499213645,Not_interacting
SPATA18,0.50178968,Not_interacting
DENND4A,0.50323943,Not_interacting
HRNR,0.50323943,Not_interacting
OR5K1,0.50323943,Not_interacting
AOC1,0.503416573,Not_interacting
COL9A2,0.503416573,Not_interacting
TMEM110,0.503416573,Not_interacting
RHBDL1,0.503809737,Not_interacting
IRX3,0.506031711,Not_interacting
RTN4,0.514774344,Interacting
ZGRF1,0.541945585,Not_interacting
CD163,0.54256195,Not_interacting
ARMCX4,0.549048978,Not_interacting
TXNDC2,0.549367389,Not_interacting
POU6F1,0.556306243,Interacting
CCDC191,0.558513959,Not_interacting
ASAH1,0.580805454,Not_interacting
GP2,0.580805454,Not_interacting
RMDN2,0.59545449,Not_interacting
CELSR2,0.606570282,Interacting
GPR153,0.606570282,Not_interacting
GRAMD1A,0.606570282,Not_interacting
MAPT,0.612924786,Interacting
TTI2,0.612924786,Not_interacting
TULP2,0.612924786,Not_interacting
AHNAK2,0.619255871,Not_interacting
C22orf42,0.642038706,Not_interacting
CMYA5,0.649065646,Not_interacting
OR13G1,0.677270765,Interacting
TTBK1,0.677270765,Interacting
C4orf33,0.677270765,Not_interacting
NPIPA2,0.677270765,Not_interacting
CARD6,0.684350722,Not_interacting
ERG,0.688877254,Interacting
SLC25A2,0.714829241,Not_interacting
CLSTN2,0.715609059,Not_interacting
SLC13A4,0.715609059,Not_interacting
TM4SF1,0.719906003,Not_interacting
WDR7,0.719906003,Not_interacting
ALAS1,0.732551806,Not_interacting
FANCA,0.733689747,Not_interacting
CD79B,0.734598353,Interacting
OR2G2,0.734598353,Not_interacting
NNT,0.748437435,Not_interacting
HUS1B,0.754625352,Not_interacting
THPO,0.755199749,Interacting
OR4K5,0.7559292,Not_interacting
OR52N5,0.775760377,Interacting
NHSL1,0.809836849,Not_interacting
TCEAL4,0.809899349,Not_interacting
MZF1,0.825538954,Interacting
ADAMTS18,0.833366841,Not_interacting
FAM209A,0.848180298,Not_interacting
TSHR,0.848368552,Interacting
AATK,0.8589316,Interacting
C10orf71,0.8589316,Not_interacting
CBY3,0.87277526,Not_interacting
CSPG4,0.879650605,Not_interacting
HERC6,0.889474318,Not_interacting
PLD2,0.889474318,Not_interacting
GUK1,0.894982233,Not_interacting
FBRS,0.907843281,Not_interacting
KIF1C,0.919722527,Not_interacting
TMC7,0.919722527,Not_interacting
B4GALNT2,0.921965069,Not_interacting
DIRC2,0.921965069,Not_interacting
LRRC10B,0.921965069,Not_interacting
TMEM121,0.929190933,Not_interacting
DCXR,0.937407212,Interacting
OR51F2,0.937407212,Interacting
SLC4A7,0.943952403,Not_interacting
HCAR2,0.952994168,Not_interacting
ZDHHC13,0.957718618,Interacting
SORBS1,0.976746486,Interacting
C16orf95,0.991799614,Not_interacting
CST2,0.991799614,Not_interacting
ZNF283,0.994754541,Not_interacting
MC3R,0.997559044,Not_interacting
A1BG,1,Interacting
A1CF,1,Interacting
AADACL2,1,Interacting
AADACL3,1,Interacting
AAK1,1,Interacting
AASDHPPT,1,Interacting
ABCA1,1,Interacting
ABCA12,1,Interacting
ABCA2,1,Interacting
ABCA3,1,Interacting
ABCA5,1,Interacting
ABCA6,1,Interacting
ABCA7,1,Interacting
ABCA8,1,Interacting
ABCB11,1,Interacting
ABCB1,1,Interacting
ABCB4,1,Interacting
ABCB5,1,Interacting
ABCB8,1,Interacting
ABCB9,1,Interacting
ABCC11,1,Interacting
ABCC1,1,Interacting
ABCC12,1,Interacting
ABCC2,1,Interacting
ABCC4,1,Interacting
ABCC5,1,Interacting
ABCC6,1,Interacting
ABCC8,1,Interacting
ABCC9,1,Interacting
ABCD2,1,Interacting
ABCE1,1,Interacting
ABCF3,1,Interacting
ABCG1,1,Interacting
ABCG4,1,Interacting
ABCG5,1,Interacting
ABCG8,1,Interacting
ABHD12B,1,Interacting
ABHD14B,1,Interacting
ABHD17B,1,Interacting
ABI1,1,Interacting
ABI2,1,Interacting
ABI3,1,Interacting
ABL1,1,Interacting
ABL2,1,Interacting
ABLIM2,1,Interacting
ABTB1,1,Interacting
ABTB2,1,Interacting
ACADM,1,Interacting
ACAN,1,Interacting
ACAP1,1,Interacting
ACAP2,1,Interacting
ACAP3,1,Interacting
ACBD4,1,Interacting
ACBD6,1,Interacting
ACE,1,Interacting
ACE2,1,Interacting
ACOT13,1,Interacting
ACTA1,1,Interacting
ACTBL2,1,Interacting
ACTC1,1,Interacting
ACTL10,1,Interacting
ACTR1A,1,Interacting
ACTR1B,1,Interacting
ACVR1,1,Interacting
ACVR1B,1,Interacting
ACVR1C,1,Interacting
ACVR2A,1,Interacting
ACVR2B,1,Interacting
ACVRL1,1,Interacting
ACYP1,1,Interacting
ADAM28,1,Interacting
ADAMTSL3,1,Interacting
ADAP1,1,Interacting
ADAR,1,Interacting
ADARB2,1,Interacting
ADCK2,1,Interacting
ADGRA3,1,Interacting
ADNP,1,Interacting
ADORA2A,1,Interacting
ADRA2A,1,Interacting
ADRB1,1,Interacting
ADRB2,1,Interacting
ADRB3,1,Interacting
AEBP1,1,Interacting
AFMID,1,Interacting
AGAP2,1,Interacting
AGAP3,1,Interacting
AGER,1,Interacting
AHI1,1,Interacting
AIP,1,Interacting
AIPL1,1,Interacting
AK7,1,Interacting
AK9,1,Interacting
AKAP13,1,Interacting
AKT1,1,Interacting
AKT2,1,Interacting
AKT3,1,Interacting
ALAS2,1,Interacting
ALB,1,Interacting
ALCAM,1,Interacting
ALK,1,Interacting
ALOX5AP,1,Interacting
ALPK2,1,Interacting
ALYREF,1,Interacting
AMBP,1,Interacting
AMFR,1,Interacting
AMHR2,1,Interacting
AMIGO3,1,Interacting
ANAPC2,1,Interacting
ANK1,1,Interacting
ANK2,1,Interacting
ANK3,1,Interacting
ANKDD1A,1,Interacting
ANKDD1B,1,Interacting
ANKEF1,1,Interacting
ANKFN1,1,Interacting
ANKHD1,1,Interacting
ANKIB1,1,Interacting
ANKK1,1,Interacting
ANKMY1,1,Interacting
ANKMY2,1,Interacting
ANKRA2,1,Interacting
ANKRD10,1,Interacting
ANKRD1,1,Interacting
ANKRD11,1,Interacting
ANKRD12,1,Interacting
ANKRD13A,1,Interacting
ANKRD13B,1,Interacting
ANKRD13C,1,Interacting
ANKRD16,1,Interacting
ANKRD17,1,Interacting
ANKRD2,1,Interacting
ANKRD22,1,Interacting
ANKRD23,1,Interacting
ANKRD24,1,Interacting
ANKRD26,1,Interacting
ANKRD27,1,Interacting
ANKRD29,1,Interacting
ANKRD30B,1,Interacting
ANKRD31,1,Interacting
ANKRD33,1,Interacting
ANKRD34A,1,Interacting
ANKRD34B,1,Interacting
ANKRD34C,1,Interacting
ANKRD35,1,Interacting
ANKRD37,1,Interacting
ANKRD39,1,Interacting
ANKRD40,1,Interacting
ANKRD42,1,Interacting
ANKRD44,1,Interacting
ANKRD45,1,Interacting
ANKRD46,1,Interacting
ANKRD49,1,Interacting
ANKRD50,1,Interacting
ANKRD52,1,Interacting
ANKRD53,1,Interacting
ANKRD54,1,Interacting
ANKRD60,1,Interacting
ANKRD61,1,Interacting
ANKRD6,1,Interacting
ANKRD62,1,Interacting
ANKRD63,1,Interacting
ANKRD65,1,Interacting
ANKRD66,1,Interacting
ANKRD7,1,Interacting
ANKRD9,1,Interacting
ANKS3,1,Interacting
ANKS4B,1,Interacting
ANKS6,1,Interacting
ANKUB1,1,Interacting
ANKZF1,1,Interacting
AP2A1,1,Interacting
AP2A2,1,Interacting
APEH,1,Interacting
APLNR,1,Interacting
APLP1,1,Interacting
APLP2,1,Interacting
APOA4,1,Interacting
APOH,1,Interacting
APP,1,Interacting
AQP2,1,Interacting
ARAF,1,Interacting
