trimmed_AADACL2.aligned.fa.best.nuc.fas,0
trimmed_ACTL10.aligned.fa.best.nuc.fas,0
trimmed_ANKRD34C.aligned.fa.best.nuc.fas,0
trimmed_ANKRD50.aligned.fa.best.nuc.fas,0
trimmed_ARL8A.aligned.fa.best.nuc.fas,0
trimmed_ASB5.aligned.fa.best.nuc.fas,0
trimmed_ATP6V0C.aligned.fa.best.nuc.fas,0
trimmed_BTBD19.aligned.fa.best.nuc.fas,0
trimmed_BTN1A1.aligned.fa.best.nuc.fas,0
trimmed_CA13.aligned.fa.best.nuc.fas,0
trimmed_CA7.aligned.fa.best.nuc.fas,0
trimmed_CASP14.aligned.fa.best.nuc.fas,0
trimmed_CCND3.aligned.fa.best.nuc.fas,0
trimmed_CDC42.aligned.fa.best.nuc.fas,0
trimmed_CDK5R1.aligned.fa.best.nuc.fas,0
trimmed_CDKN2D.aligned.fa.best.nuc.fas,0
trimmed_CHRNA10.aligned.fa.best.nuc.fas,0
trimmed_COLEC10.aligned.fa.best.nuc.fas,0
trimmed_CPEB4.aligned.fa.best.nuc.fas,0
trimmed_CXCL13.aligned.fa.best.nuc.fas,0
trimmed_DDX49.aligned.fa.best.nuc.fas,0
trimmed_DUSP10.aligned.fa.best.nuc.fas,0
trimmed_DXO.aligned.fa.best.nuc.fas,0
trimmed_EFNA1.aligned.fa.best.nuc.fas,0
trimmed_FDXACB1.aligned.fa.best.nuc.fas,0
trimmed_FGF12.aligned.fa.best.nuc.fas,0
trimmed_FIGNL1.aligned.fa.best.nuc.fas,0
trimmed_FKBP1B.aligned.fa.best.nuc.fas,0
trimmed_GNAZ.aligned.fa.best.nuc.fas,0
trimmed_GNB1.aligned.fa.best.nuc.fas,0
trimmed_GNB2.aligned.fa.best.nuc.fas,0
trimmed_GPR78.aligned.fa.best.nuc.fas,0
trimmed_GRK7.aligned.fa.best.nuc.fas,0
trimmed_GZMK.aligned.fa.best.nuc.fas,0
trimmed_H2AFX.aligned.fa.best.nuc.fas,0
trimmed_HAPLN1.aligned.fa.best.nuc.fas,0
trimmed_HBB.aligned.fa.best.nuc.fas,0
trimmed_HBE1.aligned.fa.best.nuc.fas,0
trimmed_HBM.aligned.fa.best.nuc.fas,0
trimmed_HEXIM1.aligned.fa.best.nuc.fas,0
trimmed_HIST1H2BA.aligned.fa.best.nuc.fas,0
trimmed_HIST1H2BN.aligned.fa.best.nuc.fas,0
trimmed_HIST1H2BO.aligned.fa.best.nuc.fas,0
trimmed_HIST1H3A.aligned.fa.best.nuc.fas,0
trimmed_HIST2H2AB.aligned.fa.best.nuc.fas,0
trimmed_HIST2H2AC.aligned.fa.best.nuc.fas,0
trimmed_HIST3H2A.aligned.fa.best.nuc.fas,0
trimmed_HSD17B8.aligned.fa.best.nuc.fas,0
trimmed_IGKV1D-16.aligned.fa.best.nuc.fas,0
trimmed_IGSF6.aligned.fa.best.nuc.fas,0
trimmed_IL1F10.aligned.fa.best.nuc.fas,0
trimmed_KCNB2.aligned.fa.best.nuc.fas,0
trimmed_KCNG1.aligned.fa.best.nuc.fas,0
trimmed_KCTD21.aligned.fa.best.nuc.fas,0
trimmed_KLHDC8A.aligned.fa.best.nuc.fas,0
trimmed_KLHL23.aligned.fa.best.nuc.fas,0
trimmed_KLRF2.aligned.fa.best.nuc.fas,0
trimmed_LINGO3.aligned.fa.best.nuc.fas,0
trimmed_LINGO4.aligned.fa.best.nuc.fas,0
trimmed_LRRC10.aligned.fa.best.nuc.fas,0
trimmed_LRRC4C.aligned.fa.best.nuc.fas,0
trimmed_LYZL4.aligned.fa.best.nuc.fas,0
trimmed_MRPL28.aligned.fa.best.nuc.fas,0
trimmed_MSX2.aligned.fa.best.nuc.fas,0
trimmed_MUL1.aligned.fa.best.nuc.fas,0
trimmed_MYBPHL.aligned.fa.best.nuc.fas,0
trimmed_NKX2-2.aligned.fa.best.nuc.fas,0
trimmed_NKX2-6.aligned.fa.best.nuc.fas,0
trimmed_NRARP.aligned.fa.best.nuc.fas,0
trimmed_OR10G3.aligned.fa.best.nuc.fas,0
trimmed_OR2A25.aligned.fa.best.nuc.fas,0
trimmed_OR2Z1.aligned.fa.best.nuc.fas,0
trimmed_OR4K17.aligned.fa.best.nuc.fas,0
trimmed_OR52M1.aligned.fa.best.nuc.fas,0
trimmed_OR5B12.aligned.fa.best.nuc.fas,0
trimmed_OR6B1.aligned.fa.best.nuc.fas,0
trimmed_OR6C70.aligned.fa.best.nuc.fas,0
trimmed_OR6M1.aligned.fa.best.nuc.fas,0
trimmed_OR6N2.aligned.fa.best.nuc.fas,0
trimmed_P2RY14.aligned.fa.best.nuc.fas,0
trimmed_P2RY6.aligned.fa.best.nuc.fas,0
trimmed_PABPC4L.aligned.fa.best.nuc.fas,0
trimmed_PABPC5.aligned.fa.best.nuc.fas,0
trimmed_PACSIN3.aligned.fa.best.nuc.fas,0
trimmed_PCGF1.aligned.fa.best.nuc.fas,0
trimmed_PLCB4.aligned.fa.best.nuc.fas,0
trimmed_POLR2I.aligned.fa.best.nuc.fas,0
trimmed_POLR2L.aligned.fa.best.nuc.fas,0
trimmed_PRDM9.aligned.fa.best.nuc.fas,0
trimmed_PTGER1.aligned.fa.best.nuc.fas,0
trimmed_RAB9B.aligned.fa.best.nuc.fas,0
trimmed_REG4.aligned.fa.best.nuc.fas,0
trimmed_RHOB.aligned.fa.best.nuc.fas,0
trimmed_RNF121.aligned.fa.best.nuc.fas,0
trimmed_RNF186.aligned.fa.best.nuc.fas,0
trimmed_RPL23A.aligned.fa.best.nuc.fas,0
trimmed_S100A13.aligned.fa.best.nuc.fas,0
trimmed_SDR9C7.aligned.fa.best.nuc.fas,0
trimmed_SERPINB12.aligned.fa.best.nuc.fas,0
trimmed_SERPINH1.aligned.fa.best.nuc.fas,0
trimmed_SOWAHD.aligned.fa.best.nuc.fas,0
trimmed_SP6.aligned.fa.best.nuc.fas,0
trimmed_SRF.aligned.fa.best.nuc.fas,0
trimmed_SSTR1.aligned.fa.best.nuc.fas,0
trimmed_STARD5.aligned.fa.best.nuc.fas,0
trimmed_STK16.aligned.fa.best.nuc.fas,0
trimmed_STYX.aligned.fa.best.nuc.fas,0
trimmed_UBE2D3.aligned.fa.best.nuc.fas,0
trimmed_UQCR11.aligned.fa.best.nuc.fas,0
trimmed_WFIKKN2.aligned.fa.best.nuc.fas,0
trimmed_ZNF155.aligned.fa.best.nuc.fas,0
trimmed_ZNF420.aligned.fa.best.nuc.fas,0
trimmed_ZNF571.aligned.fa.best.nuc.fas,0
trimmed_ZNF709.aligned.fa.best.nuc.fas,0
trimmed_ZNF787.aligned.fa.best.nuc.fas,0
trimmed_ZSCAN31.aligned.fa.best.nuc.fas,0
trimmed_RNASEL.aligned.fa.best.nuc.fas,0.013144059
trimmed_KRIT1.aligned.fa.best.nuc.fas,0.018684604
trimmed_DAPK3.aligned.fa.best.nuc.fas,0.022391402
trimmed_PRMT2.aligned.fa.best.nuc.fas,0.022461815
trimmed_ZBTB6.aligned.fa.best.nuc.fas,0.02276867
trimmed_TRIM60.aligned.fa.best.nuc.fas,0.023590469
trimmed_PEX13.aligned.fa.best.nuc.fas,0.025322867
trimmed_FEN1.aligned.fa.best.nuc.fas,0.026581606
trimmed_GNB3.aligned.fa.best.nuc.fas,0.026737968
trimmed_TUBA1A.aligned.fa.best.nuc.fas,0.029154519
trimmed_KLHL42.aligned.fa.best.nuc.fas,0.036363636
trimmed_CLCA2.aligned.fa.best.nuc.fas,0.039100684
trimmed_PCDHGA12.aligned.fa.best.nuc.fas,0.040899796
trimmed_NEK7.aligned.fa.best.nuc.fas,0.040950041
trimmed_CASP3.aligned.fa.best.nuc.fas,0.042680324
trimmed_OR52L1.aligned.fa.best.nuc.fas,0.043402778
trimmed_EPHX3.aligned.fa.best.nuc.fas,0.044345898
trimmed_FGF10.aligned.fa.best.nuc.fas,0.048309179
trimmed_IFNB1.aligned.fa.best.nuc.fas,0.048875855
trimmed_IRF8.aligned.fa.best.nuc.fas,0.052548607
trimmed_BTBD17.aligned.fa.best.nuc.fas,0.053418803
trimmed_LASP1.aligned.fa.best.nuc.fas,0.054112554
trimmed_CTR9.aligned.fa.best.nuc.fas,0.062131097
trimmed_OR2AE1.aligned.fa.best.nuc.fas,0.064102564
trimmed_OR4P4.aligned.fa.best.nuc.fas,0.064724919
trimmed_DNAJC22.aligned.fa.best.nuc.fas,0.06684492
trimmed_VEGFB.aligned.fa.best.nuc.fas,0.069396253
trimmed_ANKRD46.aligned.fa.best.nuc.fas,0.078616352
trimmed_FEM1A.aligned.fa.best.nuc.fas,0.079082641
trimmed_OR11A1.aligned.fa.best.nuc.fas,0.079872204
trimmed_OR51G2.aligned.fa.best.nuc.fas,0.079872204
trimmed_SPINT4.aligned.fa.best.nuc.fas,0.085034014
trimmed_ITGA11.aligned.fa.best.nuc.fas,0.09057971
trimmed_OR5H2.aligned.fa.best.nuc.fas,0.090991811
trimmed_ME1.aligned.fa.best.nuc.fas,0.093632959
trimmed_ZNF30.aligned.fa.best.nuc.fas,0.094517958
trimmed_SEMA6D.aligned.fa.best.nuc.fas,0.095419847
trimmed_TBCEL.aligned.fa.best.nuc.fas,0.098039216
trimmed_ZBTB38.aligned.fa.best.nuc.fas,0.098896919
trimmed_POLR3B.aligned.fa.best.nuc.fas,0.100200401
trimmed_LIG4.aligned.fa.best.nuc.fas,0.100622027
trimmed_OR52E2.aligned.fa.best.nuc.fas,0.104821803
trimmed_TLR10.aligned.fa.best.nuc.fas,0.107891492
trimmed_OR2C1.aligned.fa.best.nuc.fas,0.109289617
trimmed_CFHR5.aligned.fa.best.nuc.fas,0.109649123
trimmed_TLR3.aligned.fa.best.nuc.fas,0.110497238
trimmed_PRKD3.aligned.fa.best.nuc.fas,0.112233446
trimmed_OR52N5.aligned.fa.best.nuc.fas,0.114942529
